Date,Coordinates,Value,Nearest_NDVI
2024-09-01,"627105.0, 5802855.0",19842.0,0.045984037
2024-09-01,"627135.0, 5802855.0",19700.0,0.06955205
2024-09-01,"627165.0, 5802855.0",19538.0,0.0026266489
2024-09-01,"627195.0, 5802855.0",19347.0,0.07904006
2024-09-01,"627225.0, 5802855.0",19150.0,0.20283946
2024-09-01,"627255.0, 5802855.0",18960.0,0.018209456
2024-09-01,"627285.0, 5802855.0",18999.0,0.05304296
2024-09-01,"627315.0, 5802855.0",19217.0,0.10486635
2024-09-01,"627345.0, 5802855.0",19326.0,0.05450883
2024-09-01,"627375.0, 5802855.0",19167.0,0.054280657
2024-09-01,"627405.0, 5802855.0",19002.0,0.10184563
2024-09-01,"627435.0, 5802855.0",18839.0,0.009622599
2024-09-01,"627465.0, 5802855.0",18662.0,0.05765967
2024-09-01,"627495.0, 5802855.0",18433.0,0.078705855
2024-09-01,"627525.0, 5802855.0",18164.0,0.058528434
2024-09-01,"627555.0, 5802855.0",17914.0,0.32227984
2024-09-01,"627585.0, 5802855.0",17719.0,0.019361425
2024-09-01,"627615.0, 5802855.0",17516.0,0.20965898
2024-09-01,"627645.0, 5802855.0",17293.0,0.448947
2024-09-01,"627675.0, 5802855.0",17103.0,0.06213059
2024-09-01,"627705.0, 5802855.0",17037.0,0.19352747
2024-09-01,"627735.0, 5802855.0",17048.0,0.12010426
2024-09-01,"627765.0, 5802855.0",17074.0,0.06650449
2024-09-01,"627795.0, 5802855.0",17074.0,0.16671462
2024-09-01,"627825.0, 5802855.0",17110.0,0.21137673
2024-09-01,"627855.0, 5802855.0",17193.0,0.089192234
2024-09-01,"627885.0, 5802855.0",17224.0,0.33341604
2024-09-01,"627915.0, 5802855.0",17075.0,0.4696574
2024-09-01,"627945.0, 5802855.0",16843.0,0.1371803
2024-09-01,"627975.0, 5802855.0",16659.0,0.22882003
2024-09-01,"628005.0, 5802855.0",16482.0,0.16062853
2024-09-01,"628035.0, 5802855.0",16246.0,0.4399121
2024-09-01,"628065.0, 5802855.0",15963.0,0.16063291
2024-09-01,"628095.0, 5802855.0",15716.0,0.13324429
2024-09-01,"628125.0, 5802855.0",15662.0,0.06984768
2024-09-01,"628155.0, 5802855.0",15738.0,0.06041448
2024-09-01,"628185.0, 5802855.0",15763.0,0.011307074
2024-09-01,"626205.0, 5802825.0",24378.0,0.2142077
2024-09-01,"626235.0, 5802825.0",24260.0,0.1023288
2024-09-01,"626265.0, 5802825.0",24130.0,0.13698691
2024-09-01,"626295.0, 5802825.0",24003.0,0.061817758
2024-09-01,"626325.0, 5802825.0",23910.0,0.04703653
2024-09-01,"626355.0, 5802825.0",23844.0,0.071322516
2024-09-01,"626385.0, 5802825.0",23791.0,0.116239816
2024-09-01,"626415.0, 5802825.0",23690.0,0.099064365
2024-09-01,"626445.0, 5802825.0",23548.0,0.14594129
2024-09-01,"626475.0, 5802825.0",23370.0,0.06572763
2024-09-01,"626505.0, 5802825.0",23162.0,0.07599903
2024-09-01,"626535.0, 5802825.0",22934.0,0.20289004
2024-09-01,"626565.0, 5802825.0",22710.0,0.019157993
2024-09-01,"626595.0, 5802825.0",22512.0,0.059397794
2024-09-01,"626625.0, 5802825.0",22315.0,0.08162039
2024-09-01,"626655.0, 5802825.0",22107.0,0.033912525
2024-09-01,"626685.0, 5802825.0",21926.0,0.15815884
2024-09-01,"626715.0, 5802825.0",21740.0,0.106187426
2024-09-01,"626745.0, 5802825.0",21490.0,0.17251478
2024-09-01,"626775.0, 5802825.0",21135.0,0.056562692
2024-09-01,"626805.0, 5802825.0",20815.0,0.20749831
2024-09-01,"626835.0, 5802825.0",20636.0,0.073794104
2024-09-01,"626865.0, 5802825.0",20514.0,0.000668614
2024-09-01,"626895.0, 5802825.0",20402.0,0.099926926
